Age,Attrition,AttritionRaw,BusinessTravel,DailyRate,Department,DeptCode,DistanceFromHome,Education,EducationField,EducFieldCode,EnvironmentSatisfaction,Gender,GenderCode,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OvertimeDone,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,1,Yes,Travel_Rarely,104,Research & Development,R&D,2,3,Life Sciences,LS,1,Female,1,69,3,1,Laboratory Technician,1,Divorced,2074,1,Y,Yes,12,3,4,1,1,2,3,1,0,0,0
53,1,Yes,Travel_Rarely,607,Research & Development,R&D,2,5,Technical Degree,O,3,Female,1,78,2,3,Manufacturing Director,4,Married,10169,0,Y,No,16,3,2,1,34,4,3,33,7,1,9
38,1,Yes,Travel_Rarely,903,Research & Development,R&D,2,3,Medical,MED,3,Male,0,81,3,2,Manufacturing Director,2,Married,4855,4,Y,No,11,3,1,2,7,2,3,5,2,1,4
32,0,No,Non-Travel,1200,Research & Development,R&D,1,4,Technical Degree,O,4,Male,0,62,3,2,Research Scientist,1,Married,4087,4,Y,No,14,3,2,1,9,3,2,6,5,1,2
48,0,No,Travel_Rarely,1108,Research & Development,R&D,15,4,Other,O,3,Female,1,65,3,1,Research Scientist,1,Married,2367,8,Y,No,12,3,4,1,10,3,2,8,2,7,6
34,0,No,Travel_Rarely,479,Research & Development,R&D,7,4,Medical,MED,1,Male,0,35,3,1,Research Scientist,4,Single,2972,1,Y,No,13,3,3,0,1,4,1,1,0,0,0
55,0,No,Travel_Rarely,685,Sales,Sales,26,5,Marketing,O,3,Male,0,60,2,5,Manager,4,Married,19586,1,Y,No,21,4,3,1,36,3,3,36,6,2,13
34,0,No,Travel_Rarely,1351,Research & Development,R&D,1,4,Life Sciences,LS,2,Male,0,45,3,2,Research Scientist,4,Married,5484,9,Y,No,17,3,2,1,9,3,2,2,2,2,1
26,0,No,Travel_Rarely,474,Research & Development,R&D,3,3,Life Sciences,LS,1,Female,1,89,3,1,Research Scientist,4,Married,2061,1,Y,No,21,4,1,0,1,5,3,1,0,0,0
38,0,No,Travel_Rarely,1245,Sales,Sales,14,3,Life Sciences,LS,3,Male,0,80,3,2,Sales Executive,2,Married,9924,0,Y,No,11,3,4,1,10,3,3,9,8,7,7
38,0,No,Travel_Rarely,437,Sales,Sales,16,3,Life Sciences,LS,2,Female,1,90,3,2,Sales Executive,2,Single,4198,2,Y,No,12,3,2,0,8,5,4,3,2,1,2
36,0,No,Travel_Rarely,884,Sales,Sales,1,4,Life Sciences,LS,2,Female,1,73,3,2,Sales Executive,3,Single,6815,6,Y,No,13,3,1,0,15,5,3,1,0,0,0
29,0,No,Travel_Rarely,1370,Research & Development,R&D,3,1,Medical,MED,2,Male,0,87,3,1,Laboratory Technician,1,Single,4723,1,Y,Yes,18,3,4,0,10,3,3,10,9,1,5
35,0,No,Travel_Rarely,670,Research & Development,R&D,10,4,Medical,MED,1,Female,1,51,3,2,Healthcare Representative,3,Single,6142,3,Y,Yes,16,3,3,0,10,4,3,5,2,0,4
39,0,No,Travel_Rarely,1462,Sales,Sales,6,3,Medical,MED,4,Male,0,38,4,3,Sales Executive,3,Married,8237,2,Y,No,11,3,1,1,11,3,3,7,6,7,6
29,0,No,Travel_Frequently,995,Research & Development,R&D,2,1,Life Sciences,LS,1,Male,0,87,3,2,Healthcare Representative,4,Divorced,8853,1,Y,No,19,3,4,1,6,0,4,6,4,1,3
50,0,No,Travel_Rarely,264,Sales,Sales,9,3,Marketing,O,3,Male,0,59,3,5,Manager,3,Married,19331,4,Y,Yes,16,3,3,1,27,2,3,1,0,0,0
23,0,No,Travel_Rarely,977,Research & Development,R&D,10,3,Technical Degree,O,4,Male,0,45,4,1,Research Scientist,3,Married,2073,2,Y,No,16,3,4,1,4,2,3,2,2,2,2
36,0,No,Travel_Frequently,1302,Research & Development,R&D,6,4,Life Sciences,LS,1,Male,0,80,4,2,Laboratory Technician,1,Married,5562,3,Y,Yes,13,3,4,1,9,3,3,3,2,0,2
42,0,No,Travel_Rarely,1059,Research & Development,R&D,9,2,Other,O,4,Male,0,93,2,5,Manager,4,Single,19613,8,Y,No,22,4,4,0,24,2,3,1,0,0,1
35,0,No,Travel_Rarely,750,Research & Development,R&D,28,3,Life Sciences,LS,2,Male,0,46,4,2,Laboratory Technician,3,Married,3407,1,Y,No,17,3,4,2,10,3,2,10,9,6,8
34,0,No,Travel_Frequently,653,Research & Development,R&D,10,4,Technical Degree,O,4,Male,0,92,2,2,Healthcare Representative,3,Married,5063,1,Y,No,14,3,2,1,8,3,2,8,2,7,7
40,0,No,Travel_Rarely,118,Sales,Sales,14,2,Life Sciences,LS,4,Female,1,84,3,2,Sales Executive,1,Married,4639,1,Y,No,15,3,3,1,5,2,3,5,4,1,2
43,0,No,Travel_Rarely,990,Research & Development,R&D,27,3,Technical Degree,O,4,Male,0,87,4,1,Laboratory Technician,2,Divorced,4876,5,Y,No,12,3,3,1,8,0,3,6,4,0,2
35,0,No,Travel_Rarely,1349,Research & Development,R&D,7,2,Life Sciences,LS,3,Male,0,63,2,1,Laboratory Technician,4,Married,2690,1,Y,No,18,3,4,1,1,5,2,1,0,0,1
46,0,No,Travel_Rarely,563,Sales,Sales,1,4,Life Sciences,LS,4,Male,0,56,4,4,Manager,1,Single,17567,1,Y,No,15,3,2,0,27,5,1,26,0,0,12
28,1,Yes,Travel_Rarely,329,Research & Development,R&D,24,3,Medical,MED,3,Male,0,51,3,1,Laboratory Technician,2,Married,2408,1,Y,Yes,17,3,3,3,1,3,3,1,1,0,0
22,0,No,Non-Travel,457,Research & Development,R&D,26,2,Other,O,2,Female,1,85,2,1,Research Scientist,3,Married,2814,1,Y,Yes,14,3,2,0,4,2,2,4,2,1,3
50,0,No,Travel_Frequently,1234,Research & Development,R&D,20,5,Medical,MED,2,Male,0,41,3,4,Healthcare Representative,3,Married,11245,2,Y,Yes,15,3,3,1,32,3,3,30,8,12,13
32,0,No,Travel_Rarely,634,Research & Development,R&D,5,4,Other,O,2,Female,1,35,4,1,Research Scientist,4,Married,3312,3,Y,No,17,3,4,2,6,3,3,3,2,0,2
44,0,No,Travel_Rarely,1313,Research & Development,R&D,7,3,Medical,MED,2,Female,1,31,3,5,Research Director,4,Divorced,19049,0,Y,Yes,14,3,4,1,23,4,2,22,7,1,10
30,0,No,Travel_Rarely,241,Research & Development,R&D,7,3,Medical,MED,2,Male,0,48,2,1,Research Scientist,2,Married,2141,1,Y,No,12,3,2,1,6,3,2,6,4,1,1
45,0,No,Travel_Rarely,1015,Research & Development,R&D,5,5,Medical,MED,3,Female,1,50,1,2,Laboratory Technician,1,Single,5769,1,Y,Yes,14,3,1,0,10,3,3,10,7,1,4
45,0,No,Non-Travel,336,Sales,Sales,26,3,Marketing,O,1,Male,0,52,2,2,Sales Executive,1,Married,4385,1,Y,No,15,3,1,1,10,2,3,10,7,4,5
31,0,No,Travel_Frequently,715,Sales,Sales,2,4,Other,O,4,Male,0,54,3,2,Sales Executive,1,Single,5332,7,Y,No,13,3,4,0,10,3,3,5,2,0,3
36,0,No,Travel_Rarely,559,Research & Development,R&D,12,4,Life Sciences,LS,3,Female,1,76,3,2,Manufacturing Director,3,Married,4663,9,Y,Yes,12,3,2,2,7,2,3,3,2,1,1
34,0,No,Travel_Frequently,426,Research & Development,R&D,10,4,Life Sciences,LS,3,Male,0,42,4,2,Manufacturing Director,4,Divorced,4724,1,Y,No,13,3,1,1,9,3,3,9,7,7,2
49,0,No,Travel_Rarely,722,Research & Development,R&D,25,4,Life Sciences,LS,3,Female,1,84,3,1,Laboratory Technician,1,Married,3211,1,Y,No,14,3,4,1,10,3,2,9,6,1,4
39,0,No,Travel_Rarely,1387,Research & Development,R&D,10,5,Medical,MED,2,Male,0,76,3,2,Manufacturing Director,1,Married,5377,2,Y,No,13,3,4,3,10,3,3,7,7,7,7
27,0,No,Travel_Rarely,1302,Research & Development,R&D,19,3,Other,O,4,Male,0,67,2,1,Laboratory Technician,1,Divorced,4066,1,Y,No,11,3,1,2,7,3,3,7,7,0,7
35,0,No,Travel_Rarely,819,Research & Development,R&D,18,5,Life Sciences,LS,2,Male,0,48,4,2,Research Scientist,1,Married,5208,1,Y,No,11,3,4,0,16,2,3,16,15,1,10
28,0,No,Travel_Rarely,580,Research & Development,R&D,27,3,Medical,MED,2,Female,1,39,1,2,Manufacturing Director,1,Divorced,4877,0,Y,No,21,4,2,1,6,5,2,5,3,0,0
21,0,No,Travel_Rarely,546,Research & Development,R&D,5,1,Medical,MED,3,Male,0,97,3,1,Research Scientist,4,Single,3117,1,Y,No,18,3,3,0,3,2,3,2,2,2,2
18,1,Yes,Travel_Frequently,544,Sales,Sales,3,2,Medical,MED,2,Female,1,70,3,1,Sales Representative,4,Single,1569,1,Y,Yes,12,3,3,0,0,2,4,0,0,0,0
47,0,No,Travel_Rarely,1176,Human Resources,HR,26,4,Life Sciences,LS,4,Female,1,98,3,5,Manager,3,Married,19658,3,Y,No,11,3,3,1,27,2,3,5,2,1,0
39,0,No,Travel_Rarely,170,Research & Development,R&D,3,2,Medical,MED,3,Male,0,76,2,2,Laboratory Technician,3,Divorced,3069,0,Y,No,15,3,4,1,11,3,3,10,8,0,7
40,0,No,Travel_Rarely,884,Research & Development,R&D,15,3,Life Sciences,LS,1,Female,1,80,2,3,Manufacturing Director,3,Married,10435,1,Y,No,13,3,4,2,18,2,3,18,15,14,12
35,0,No,Non-Travel,208,Research & Development,R&D,8,4,Life Sciences,LS,3,Female,1,52,3,2,Healthcare Representative,3,Married,4148,1,Y,No,12,3,4,1,15,5,3,14,11,2,9
37,0,No,Travel_Rarely,671,Research & Development,R&D,19,3,Life Sciences,LS,3,Male,0,85,3,2,Manufacturing Director,3,Married,5768,3,Y,No,17,3,1,3,9,2,2,4,3,0,2
39,0,No,Travel_Frequently,711,Research & Development,R&D,4,3,Medical,MED,1,Female,1,81,3,2,Manufacturing Director,3,Single,5042,0,Y,No,13,3,4,0,10,2,1,9,2,3,8
45,0,No,Travel_Rarely,1329,Research & Development,R&D,2,2,Other,O,4,Female,1,59,2,2,Manufacturing Director,4,Divorced,5770,1,Y,No,19,3,1,2,10,3,3,10,7,3,9
38,0,No,Travel_Rarely,397,Research & Development,R&D,2,2,Medical,MED,4,Female,1,54,2,3,Manufacturing Director,3,Married,7756,3,Y,Yes,19,3,4,1,10,6,4,5,4,0,2
35,1,Yes,Travel_Rarely,737,Sales,Sales,10,3,Medical,MED,4,Male,0,55,2,3,Sales Executive,1,Married,10306,9,Y,No,17,3,3,0,15,3,3,13,12,6,0
37,0,No,Travel_Rarely,1470,Research & Development,R&D,10,3,Medical,MED,2,Female,1,71,3,1,Research Scientist,2,Married,3936,1,Y,No,11,3,1,1,8,2,1,8,4,7,7
40,0,No,Travel_Rarely,448,Research & Development,R&D,16,3,Life Sciences,LS,3,Female,1,84,3,3,Manufacturing Director,4,Single,7945,6,Y,Yes,15,3,4,0,18,2,2,4,2,3,3
44,0,No,Travel_Frequently,602,Human Resources,HR,1,5,Human Resources,O,1,Male,0,37,3,2,Human Resources,4,Married,5743,4,Y,Yes,11,3,3,0,14,3,3,10,7,0,2
48,0,No,Travel_Frequently,365,Research & Development,R&D,4,5,Medical,MED,3,Male,0,89,2,4,Manager,4,Married,15202,2,Y,No,25,4,2,1,23,3,3,2,2,2,2
35,1,Yes,Travel_Rarely,763,Sales,Sales,15,2,Medical,MED,1,Male,0,59,1,2,Sales Executive,4,Divorced,5440,6,Y,Yes,14,3,4,2,7,2,2,2,2,2,2
24,0,No,Travel_Frequently,567,Research & Development,R&D,2,1,Technical Degree,O,1,Female,1,32,3,1,Research Scientist,4,Single,3760,1,Y,Yes,13,3,3,0,6,2,3,6,3,1,3
27,0,No,Travel_Rarely,486,Research & Development,R&D,8,3,Medical,MED,2,Female,1,86,4,1,Research Scientist,3,Married,3517,7,Y,No,17,3,1,0,5,0,3,3,2,0,2
27,0,No,Travel_Frequently,591,Research & Development,R&D,2,3,Medical,MED,4,Male,0,87,3,1,Research Scientist,4,Single,2580,2,Y,No,13,3,3,0,6,0,2,4,2,1,2
40,1,Yes,Travel_Rarely,1329,Research & Development,R&D,7,3,Life Sciences,LS,1,Male,0,73,3,1,Laboratory Technician,1,Single,2166,3,Y,Yes,14,3,2,0,10,3,1,4,2,0,3
29,0,No,Travel_Rarely,469,Sales,Sales,10,3,Medical,MED,3,Male,0,42,2,2,Sales Executive,3,Single,5869,9,Y,No,11,3,3,0,8,2,3,5,2,1,4
36,0,No,Travel_Rarely,711,Research & Development,R&D,5,4,Life Sciences,LS,2,Female,1,42,3,3,Healthcare Representative,1,Married,8008,4,Y,No,12,3,3,2,9,6,3,3,2,0,2
25,0,No,Travel_Frequently,772,Research & Development,R&D,2,1,Life Sciences,LS,4,Male,0,77,4,2,Manufacturing Director,3,Divorced,5206,1,Y,No,17,3,3,2,7,6,3,7,7,0,7
39,0,No,Travel_Rarely,492,Research & Development,R&D,12,3,Medical,MED,4,Male,0,66,3,2,Manufacturing Director,2,Married,5295,4,Y,No,21,4,3,0,7,3,3,5,4,1,0
49,0,No,Travel_Rarely,301,Research & Development,R&D,22,4,Other,O,1,Female,1,72,3,4,Research Director,2,Married,16413,3,Y,No,16,3,2,2,27,2,3,4,2,1,2
50,0,No,Travel_Rarely,813,Research & Development,R&D,17,5,Life Sciences,LS,4,Female,1,50,2,3,Research Director,1,Divorced,13269,5,Y,No,15,3,3,3,19,3,3,14,11,1,11
20,0,No,Travel_Rarely,1141,Sales,Sales,2,3,Medical,MED,3,Female,1,31,3,1,Sales Representative,3,Single,2783,1,Y,No,19,3,1,0,2,3,3,2,2,2,2
34,0,No,Travel_Rarely,1130,Research & Development,R&D,3,3,Life Sciences,LS,4,Female,1,66,3,2,Research Scientist,2,Divorced,5433,1,Y,No,12,3,3,1,11,2,3,11,8,7,9
36,0,No,Travel_Rarely,311,Research & Development,R&D,7,3,Life Sciences,LS,1,Male,0,77,3,1,Laboratory Technician,2,Single,2013,2,Y,No,11,3,3,0,15,4,3,4,3,1,3
49,0,No,Travel_Rarely,465,Research & Development,R&D,6,1,Life Sciences,LS,3,Female,1,41,2,4,Healthcare Representative,3,Married,13966,2,Y,Yes,19,3,2,1,30,3,3,15,11,2,12
36,0,No,Non-Travel,894,Research & Development,R&D,1,4,Medical,MED,4,Female,1,33,2,2,Manufacturing Director,3,Married,4374,0,Y,No,15,3,3,0,4,6,3,3,2,1,2
36,0,No,Travel_Rarely,1040,Research & Development,R&D,3,2,Life Sciences,LS,4,Male,0,79,4,2,Healthcare Representative,1,Divorced,6842,6,Y,No,20,4,1,1,13,3,3,5,4,0,4
54,0,No,Travel_Rarely,584,Research & Development,R&D,22,5,Medical,MED,2,Female,1,91,3,4,Manager,3,Married,17426,3,Y,No,25,4,3,1,36,6,3,10,8,4,7
43,0,No,Travel_Rarely,1291,Research & Development,R&D,15,2,Life Sciences,LS,3,Male,0,65,2,4,Research Director,3,Married,17603,1,Y,No,24,4,1,1,14,3,3,14,10,6,11
35,1,Yes,Travel_Frequently,880,Sales,Sales,12,4,Other,O,4,Male,0,36,3,2,Sales Executive,4,Single,4581,3,Y,Yes,24,4,1,0,13,2,4,11,9,6,7
38,0,No,Travel_Frequently,1189,Research & Development,R&D,1,3,Life Sciences,LS,4,Male,0,90,3,2,Research Scientist,4,Married,4735,7,Y,No,15,3,4,2,19,4,4,13,11,2,9
29,0,No,Travel_Rarely,991,Sales,Sales,5,3,Medical,MED,1,Male,0,43,2,2,Sales Executive,2,Divorced,4187,1,Y,Yes,13,3,2,1,10,3,2,10,0,0,9
33,0,No,Travel_Rarely,392,Sales,Sales,2,4,Medical,MED,4,Male,0,93,3,2,Sales Executive,4,Divorced,5505,1,Y,No,14,3,3,2,6,5,3,6,2,0,4
32,0,No,Travel_Rarely,977,Research & Development,R&D,2,3,Medical,MED,4,Male,0,45,3,2,Research Scientist,2,Divorced,5470,0,Y,No,13,3,3,2,10,4,2,9,5,1,6
31,0,No,Travel_Rarely,1112,Sales,Sales,5,4,Life Sciences,LS,1,Female,1,67,3,2,Sales Executive,4,Married,5476,1,Y,No,11,3,1,2,10,2,3,10,0,0,2
49,0,No,Travel_Rarely,464,Research & Development,R&D,16,3,Medical,MED,4,Female,1,74,3,1,Laboratory Technician,1,Divorced,2587,4,Y,Yes,16,3,2,1,17,2,2,2,2,2,2
38,0,No,Travel_Frequently,148,Research & Development,R&D,2,3,Medical,MED,4,Female,1,42,2,1,Laboratory Technician,2,Single,2440,1,Y,No,22,4,2,0,4,3,3,4,3,3,3
47,0,No,Travel_Rarely,1225,Sales,Sales,2,4,Life Sciences,LS,2,Female,1,47,4,4,Manager,2,Divorced,15972,6,Y,No,14,3,3,3,29,2,3,3,2,1,2
49,0,No,Travel_Rarely,809,Research & Development,R&D,1,3,Life Sciences,LS,3,Male,0,36,3,4,Manager,3,Single,15379,4,Y,No,14,3,1,0,23,2,3,8,7,0,0
41,0,No,Travel_Rarely,1206,Sales,Sales,23,2,Life Sciences,LS,4,Male,0,80,3,3,Sales Executive,3,Single,7082,3,Y,Yes,16,3,4,0,21,2,3,2,0,0,2
20,0,No,Travel_Rarely,727,Sales,Sales,9,1,Life Sciences,LS,4,Male,0,54,3,1,Sales Representative,1,Single,2728,1,Y,No,11,3,1,0,2,3,3,2,2,0,2
33,0,No,Non-Travel,530,Sales,Sales,16,3,Life Sciences,LS,3,Female,1,36,3,2,Sales Executive,4,Divorced,5368,1,Y,Yes,25,4,3,1,7,2,3,6,5,1,2
36,0,No,Travel_Rarely,1351,Research & Development,R&D,26,4,Life Sciences,LS,1,Male,0,80,3,2,Healthcare Representative,3,Married,5347,6,Y,No,14,3,2,2,10,2,2,3,2,0,2
44,0,No,Travel_Rarely,528,Human Resources,HR,1,3,Life Sciences,LS,3,Female,1,44,3,1,Human Resources,4,Divorced,3195,4,Y,Yes,18,3,1,3,8,2,3,2,2,2,2
23,1,Yes,Travel_Rarely,1320,Research & Development,R&D,8,1,Medical,MED,4,Male,0,93,2,1,Laboratory Technician,3,Single,3989,1,Y,Yes,11,3,1,0,5,2,3,5,4,1,2
38,0,No,Travel_Rarely,1495,Research & Development,R&D,4,2,Medical,MED,4,Female,1,87,3,1,Laboratory Technician,3,Married,3306,7,Y,No,19,3,4,1,7,5,2,0,0,0,0
53,0,No,Travel_Rarely,1395,Research & Development,R&D,24,4,Medical,MED,2,Male,0,48,4,3,Healthcare Representative,4,Married,7005,3,Y,No,15,3,3,0,11,2,3,4,3,1,2
48,1,Yes,Travel_Frequently,708,Sales,Sales,7,2,Medical,MED,4,Female,1,95,3,1,Sales Representative,3,Married,2655,2,Y,Yes,11,3,3,2,19,3,3,9,7,7,7
32,1,Yes,Travel_Rarely,1259,Research & Development,R&D,2,4,Life Sciences,LS,4,Male,0,95,3,1,Laboratory Technician,2,Single,1393,1,Y,No,12,3,1,0,1,2,3,1,0,0,0
26,0,No,Non-Travel,786,Research & Development,R&D,7,3,Medical,MED,4,Male,0,76,3,1,Laboratory Technician,4,Single,2570,1,Y,No,20,4,3,0,7,5,3,7,7,5,7
55,0,No,Travel_Rarely,1441,Research & Development,R&D,22,3,Technical Degree,O,1,Male,0,94,2,1,Research Scientist,2,Divorced,3537,5,Y,No,12,3,4,1,8,1,3,4,2,1,2
34,0,No,Travel_Rarely,1157,Research & Development,R&D,5,2,Medical,MED,2,Male,0,57,2,2,Laboratory Technician,4,Married,3986,1,Y,No,14,3,3,1,15,3,4,15,10,4,13
60,0,No,Travel_Rarely,370,Research & Development,R&D,1,4,Medical,MED,3,Male,0,92,1,3,Healthcare Representative,4,Divorced,10883,3,Y,No,20,4,3,1,19,2,4,1,0,0,0
33,0,No,Travel_Rarely,267,Research & Development,R&D,21,3,Medical,MED,2,Male,0,79,4,1,Laboratory Technician,2,Married,2028,1,Y,No,18,3,4,3,14,6,3,14,11,2,13
37,0,No,Travel_Frequently,1278,Sales,Sales,1,4,Medical,MED,3,Male,0,31,1,2,Sales Executive,4,Divorced,9525,1,Y,No,14,3,3,2,6,2,2,6,3,1,3
34,0,No,Travel_Rarely,678,Research & Development,R&D,19,3,Life Sciences,LS,2,Female,1,35,2,1,Research Scientist,4,Married,2929,1,Y,No,12,3,2,0,10,3,3,10,9,8,7
23,1,Yes,Travel_Rarely,427,Sales,Sales,7,3,Life Sciences,LS,3,Male,0,99,3,1,Sales Representative,4,Divorced,2275,1,Y,Yes,21,4,2,1,3,2,3,3,2,0,2
44,0,No,Travel_Rarely,921,Research & Development,R&D,2,3,Life Sciences,LS,3,Female,1,96,4,3,Healthcare Representative,4,Married,7879,1,Y,Yes,19,3,2,1,9,2,3,8,7,6,7
35,0,No,Travel_Frequently,146,Research & Development,R&D,2,4,Medical,MED,1,Male,0,79,2,1,Research Scientist,4,Single,4930,0,Y,Yes,14,3,3,0,6,2,4,5,4,1,4
43,0,No,Travel_Rarely,1179,Sales,Sales,2,3,Medical,MED,4,Male,0,73,3,2,Sales Executive,4,Married,7847,1,Y,Yes,17,3,1,1,10,3,3,10,9,8,8
24,0,No,Travel_Rarely,581,Research & Development,R&D,9,3,Medical,MED,3,Male,0,62,4,1,Research Scientist,3,Married,4401,1,Y,No,16,3,4,1,5,1,3,5,3,0,4
41,0,No,Travel_Rarely,918,Sales,Sales,6,3,Marketing,O,4,Male,0,35,3,3,Sales Executive,3,Single,9241,1,Y,No,12,3,2,0,10,3,3,10,8,8,7
29,0,No,Travel_Rarely,1082,Research & Development,R&D,9,4,Medical,MED,4,Female,1,43,3,1,Laboratory Technician,3,Married,2974,9,Y,No,17,3,3,1,9,2,3,5,3,1,2
36,0,No,Travel_Rarely,530,Sales,Sales,2,4,Life Sciences,LS,3,Female,1,51,3,2,Sales Representative,4,Single,4502,3,Y,No,15,3,3,0,17,2,2,13,7,6,7
45,0,No,Non-Travel,1238,Research & Development,R&D,1,1,Life Sciences,LS,3,Male,0,74,2,3,Healthcare Representative,3,Married,10748,3,Y,No,23,4,4,1,25,3,2,23,15,14,4
24,1,Yes,Travel_Rarely,240,Human Resources,HR,22,1,Human Resources,O,4,Male,0,58,1,1,Human Resources,3,Married,1555,1,Y,No,11,3,3,1,1,2,3,1,0,0,0
47,1,Yes,Travel_Frequently,1093,Sales,Sales,9,3,Life Sciences,LS,3,Male,0,82,1,4,Sales Executive,3,Married,12936,7,Y,No,11,3,3,0,25,3,1,23,5,14,10
26,0,No,Travel_Rarely,390,Research & Development,R&D,17,4,Medical,MED,4,Male,0,62,1,1,Laboratory Technician,3,Married,2305,1,Y,No,15,3,3,3,3,3,4,3,2,0,2
45,0,No,Travel_Rarely,1005,Research & Development,R&D,28,2,Technical Degree,O,4,Female,1,48,2,4,Research Director,2,Single,16704,1,Y,No,11,3,3,0,21,2,3,21,6,8,6
32,0,No,Travel_Frequently,585,Research & Development,R&D,10,3,Life Sciences,LS,1,Male,0,56,3,1,Research Scientist,3,Married,3433,6,Y,No,13,3,1,1,10,3,2,5,2,1,3
31,0,No,Travel_Rarely,741,Research & Development,R&D,2,4,Life Sciences,LS,2,Male,0,69,3,1,Laboratory Technician,3,Married,3477,1,Y,No,14,3,4,1,6,2,4,5,2,0,3
41,0,No,Non-Travel,552,Human Resources,HR,4,3,Human Resources,O,3,Male,0,60,1,2,Human Resources,2,Married,6430,6,Y,No,19,3,2,1,10,4,3,3,2,1,2
40,0,No,Travel_Rarely,369,Research & Development,R&D,8,2,Life Sciences,LS,2,Female,1,92,3,2,Manufacturing Director,1,Married,6516,2,Y,Yes,16,3,2,1,18,3,3,1,0,0,0
24,0,No,Travel_Rarely,506,Research & Development,R&D,29,1,Medical,MED,2,Male,0,91,3,1,Laboratory Technician,1,Divorced,3907,1,Y,No,13,3,2,3,6,2,4,6,2,1,2
46,0,No,Travel_Rarely,717,Research & Development,R&D,13,4,Life Sciences,LS,3,Male,0,34,3,2,Healthcare Representative,2,Single,5562,6,Y,No,14,3,4,0,19,3,3,10,7,0,9
35,0,No,Travel_Rarely,1370,Research & Development,R&D,27,4,Life Sciences,LS,4,Male,0,49,3,2,Manufacturing Director,3,Married,6883,2,Y,No,16,3,2,1,17,3,3,7,7,0,7
30,0,No,Travel_Rarely,793,Research & Development,R&D,16,1,Life Sciences,LS,2,Male,0,33,3,1,Research Scientist,4,Married,2862,1,Y,No,12,3,2,1,10,2,2,10,0,0,8
47,0,No,Non-Travel,543,Sales,Sales,2,4,Marketing,O,3,Male,0,87,3,2,Sales Executive,2,Married,4978,7,Y,No,11,3,4,1,4,3,1,1,0,0,0
46,0,No,Travel_Rarely,1277,Sales,Sales,2,3,Life Sciences,LS,3,Male,0,74,3,3,Sales Executive,4,Divorced,10368,4,Y,Yes,12,3,2,1,13,5,2,10,6,0,3
36,1,Yes,Travel_Rarely,1456,Sales,Sales,13,5,Marketing,O,2,Male,0,96,2,2,Sales Executive,1,Divorced,6134,5,Y,Yes,13,3,2,3,16,3,3,2,2,2,2
32,1,Yes,Travel_Rarely,964,Sales,Sales,1,2,Life Sciences,LS,1,Male,0,34,1,2,Sales Executive,2,Single,6735,6,Y,No,15,3,2,0,10,2,3,0,0,0,0
23,0,No,Travel_Rarely,160,Research & Development,R&D,4,1,Medical,MED,3,Female,1,51,3,1,Laboratory Technician,2,Single,3295,1,Y,No,13,3,3,0,3,3,1,3,2,1,2
31,0,No,Travel_Frequently,163,Research & Development,R&D,24,1,Technical Degree,O,4,Female,1,30,3,2,Manufacturing Director,4,Single,5238,2,Y,No,20,4,4,0,9,3,2,5,4,1,4
39,0,No,Non-Travel,792,Research & Development,R&D,1,3,Life Sciences,LS,4,Male,0,77,3,2,Laboratory Technician,4,Married,6472,1,Y,Yes,15,3,4,1,9,2,3,9,8,5,8
32,0,No,Travel_Rarely,371,Sales,Sales,19,3,Life Sciences,LS,4,Male,0,80,1,3,Sales Executive,3,Married,9610,3,Y,No,13,3,3,1,10,2,1,4,3,0,2
40,0,No,Travel_Rarely,611,Sales,Sales,7,4,Medical,MED,2,Male,0,88,3,5,Manager,2,Single,19833,1,Y,No,14,3,2,0,21,3,2,21,8,12,8
45,0,No,Travel_Rarely,176,Human Resources,HR,4,3,Life Sciences,LS,3,Female,1,56,1,3,Human Resources,3,Married,9756,4,Y,No,21,4,3,2,9,2,4,5,0,0,3
30,0,No,Travel_Frequently,1312,Research & Development,R&D,2,4,Technical Degree,O,4,Female,1,78,2,1,Research Scientist,1,Single,4968,0,Y,No,16,3,4,0,10,2,3,9,7,0,7
24,0,No,Travel_Frequently,897,Human Resources,HR,10,3,Medical,MED,1,Male,0,59,3,1,Human Resources,4,Married,2145,0,Y,No,14,3,4,1,3,2,3,2,2,2,1
30,1,Yes,Travel_Frequently,600,Human Resources,HR,8,3,Human Resources,O,3,Female,1,66,2,1,Human Resources,4,Divorced,2180,6,Y,No,11,3,3,1,6,0,2,4,2,1,2
31,0,No,Travel_Rarely,1003,Sales,Sales,5,3,Technical Degree,O,1,Male,0,51,3,2,Sales Executive,3,Married,8346,1,Y,No,19,3,3,1,6,3,3,5,2,0,2
27,0,No,Travel_Rarely,1054,Research & Development,R&D,8,3,Medical,MED,3,Female,1,67,3,1,Research Scientist,4,Single,3445,1,Y,No,11,3,3,0,6,5,2,6,2,1,4
29,1,Yes,Travel_Rarely,428,Sales,Sales,9,3,Marketing,O,2,Female,1,52,1,1,Sales Representative,2,Single,2760,1,Y,No,13,3,3,0,2,3,3,2,2,2,2
